event_id,event_date,event_time,aircraft_registration,operator,event_type,event_classification,event_location,inspection_location,consequences,description
979,2029-02-15,11:25,RA-37373,S7 Airlines,Посторонний предмет,Аэродромно-производственное событие,Перрон 10,Домодедово,Нет,Обнаружен объект
980,2029-02-17,17:40,VQ-BSW,C7,Нарушение процедуры,АПС,Перрон 3,Внуково,Незначительные,Нарушение контроля
981,2029-02-19,09:10,RA-38383,Аэрофлот,Повреждение ВС,Аэродромно-производственное событие,Перрон 7,Шереметьево,Нет,Повреждение конструкции
982,19.02.2029,14:45,VQ-BSX,аэрофлот ,Посторонний предмет,АПС,Стоянка 10,Шереметьево,Нет,Обнаружен объект
983,2029/02/22,18:20,RA-39393,S7 Airlines,Нарушение процедуры,Аэродромно-производственное событие,РД-4,Домодедово,Минимальные,Нарушение порядка
984,2029-02-24,23:05,VQ-BSY,S7 airlines,Отклонение от регламента,АПС,Перрон 6,Шереметьево,Минимальные,Несоответствие требованиям
985,24.02.2029,06:25,RA-40404,Победа,Повреждение ВС,Аэродромно-производственное событие,Перрон 1,Внуково,Нет,Повреждение панели
986,2029-02-27,12:40,VQ-BSZ,Победаа,Посторонний предмет,АПС,Стоянка 5,Внуково,Нет,Обнаружен инструмент
987,27/02/2029,20:15,RA-41414,Россия,Нарушение процедуры,Аэродромно-производственное событие,Перрон 8,Шереметьево,Незначительные,Нарушение контроля
988,2029-02-29,10:35,VQ-BTA,РОССИЯ ,Повреждение ВС,АПС,Перрон 4,Домодедово,Нет,Выявлено повреждение
989,01.03.2029,16.25,RA-42424,Aeroflot,Посторонний предмет,Аэродромно-производственное событие,Перрон 10,Шереметьево,Нет,Обнаружен объект
990,2029-03-03,21:45,VQ-BTB,Аэрофлoт,Нарушение процедуры,АПС,РД-2,Шереметьево,Минимальные,Нарушение инструкции
991,2029-03-05,08:20,RA-43434,S7 Airlines,Повреждение ВС,Аэродромно-производственное событие,Перрон 5,Домодедово,Нет,Повреждение элемента
992,05.03.2029,15:00,VQ-BTC,S7,Отклонение от регламента,АПС,Стоянка 8,Шереметьево,Минимальные,Несоответствие
993,2029/03/07,19:30,RA-44444,Победа,Посторонний предмет,Аэродромно-производственное событие,Перрон 9,Внуково,Нет,Обнаружен предмет
994,2029-03-09,07:15,VQ-BTD,победа,Нарушение процедуры,АПС,Перрон 2,Внуково,Незначительные,Нарушение порядка
995,09.03.2029,13:45,RA-45454,Уральские авиалинии,Повреждение ВС,Аэродромно-производственное событие,РД-3,Домодедово,Нет,Повреждение корпуса
996,2029-03-12,18:35,VQ-BTE,Уральские авиалинии ,Посторонний предмет,АПС,Перрон 11,Шереметьево,Нет,Обнаружен инструмент
997,2029-03-14,22:20,RA-46464,Аэрофлот,Нарушение процедуры,Аэродромно-производственное событие,Стоянка 6,Шереметьево,Минимальные,Нарушение контроля
998,14.03.2029,0640,VQ-BTF,АЭРОФЛОТ,Повреждение ВС,АПС,Перрон 4,Шереметьево,Нет,Выявлено повреждение
999,2029-03-17,11:25,RA-47474,S7 Airlines,Отклонение от регламента,Аэродромно-производственное событие,Перрон 10,Домодедово,Минимальные,Выявлено отклонение
1000,2029-03-19,17:40,VQ-BTG,C7,Посторонний предмет,АПС,Перрон 3,Внуково,Нет,Обнаружен объект
1001,2029-03-21,09:10,RA-48484,Аэрофлот,Нарушение процедуры,Аэродромно-производственное событие,Перрон 7,Шереметьево,Незначительные,Нарушение требований
1002,21.03.2029,14:45,VQ-BTH,аэрофлот ,Повреждение ВС,АПС,Стоянка 10,Шереметьево,Нет,Повреждение после работ
1003,2029/03/24,18:20,RA-49494,S7 Airlines,Посторонний предмет,Аэродромно-производственное событие,РД-4,Домодедово,Нет,Обнаружен объект
1004,2029-03-26,23:05,VQ-BTI,S7 airlines,Нарушение процедуры,АПС,Перрон 6,Шереметьево,Минимальные,Нарушение регламента
